Z,O,C,CO,H2O,OH,O2,CH
1e-05,0.9974227073719789,0.9999989031720447,8.620365764825234e-07,0.00012945051419901692,0.0024478413270006432,7.868213936302949e-10,2.3479137877840845e-07
3.5938136638046256e-05,0.9973465742118216,0.9999965114741155,3.2508251521938025e-06,0.00013384454655494707,0.0025195783301240997,2.9114995135718463e-09,2.377007322650302e-07
0.0001291549665014884,0.9970864901911107,0.9999860923348824,1.3659507499219223e-05,0.00014895196081715046,0.0027645463538330936,1.1494239045406222e-08,2.481576183893941e-07
0.0004641588833612782,0.9962926250681969,0.9999253275340111,7.43869777557126e-05,0.00019589698885700367,0.0035114252460436385,5.269690240755679e-08,2.854882331558503e-07
0.0016681005372000592,0.9944590018666892,0.999434182700836,0.0005654012684314618,0.00030863724982844933,0.0052320742501334614,2.8663334878702875e-07,4.1603073260460164e-07
0.005994842503189409,0.9919642273403195,0.9951886670647505,0.004810442088822641,0.0004769534241707818,0.007557253175555134,1.5660599545839076e-06,8.908464267677739e-07
0.021544346900318846,0.9925024214181997,0.9682479683723735,0.03174823348436216,0.0004912876212065494,0.007000351294338419,5.939666255317627e-06,3.798143264331858e-06
0.07742636826811278,0.9976631363211582,0.9395164548713589,0.060455986184474744,0.0001733289386565388,0.002156135675798815,7.3990643864579e-06,2.7558944166537775e-05
0.2782559402207126,0.999491320507381,0.9429104786432522,0.05701205943856288,4.1209286546956496e-05,0.00046171329071517653,5.756915356744843e-06,7.74619181849705e-05
1.0,0.9999065937742159,0.927804459370987,0.07209474007783163,8.576780629841134e-06,8.1430435829016e-05,3.3990093254089905e-06,0.00010080055118131063
