Z,O,C,CO,H2O,OH,O2,CH
1e-05,0.9974221053190147,0.9999990172016122,7.479853092903209e-07,0.00012948477382281295,0.0024484092245433,6.826191606076116e-10,2.3481307852179383e-07
3.5938136638046256e-05,0.9973443935956031,0.9999969387623874,2.8234544049955936e-06,0.00013396895000247983,0.002521634927002482,2.5273919558642276e-09,2.3778320762204492e-07
0.0001291549665014884,0.9970784824784574,0.9999878495174132,1.1902008491400902e-05,0.00014941243062370287,0.0027720950940160697,9.996902996441255e-09,2.4847409536599693e-07
0.0004641588833612782,0.9962630668087301,0.9999343021118292,6.541095826698018e-05,0.00019762887503188502,0.0035392582472480137,4.606898985773252e-08,2.8692990363151093e-07
0.0016681005372000592,0.9943630122853188,0.9994934629975204,0.0005061133187617619,0.0003144068411935298,0.005322328013396659,2.5286009092247104e-07,4.236837179494343e-07
0.005994842503189409,0.9917638253735951,0.9956376213197579,0.004361451367957583,0.0004889737731714939,0.0077458108488435515,1.3900043898754775e-06,9.273122845092809e-07
0.021544346900318846,0.9921587965174428,0.9715019799008955,0.02849418636350659,0.0005110928523270209,0.007324753274969551,5.357355260870949e-06,3.833735598032271e-06
0.07742636826811278,0.9974041232028708,0.9428348367548512,0.05713772917799808,0.0001910553251847583,0.0023976994796164695,7.121992327934656e-06,2.743406715049386e-05
0.2782559402207126,0.9994082161836517,0.9436572670437723,0.05626058189184718,4.7487160658139e-05,0.0005384528339519565,5.843821738428263e-06,8.215106438057007e-05
1.0,0.9998873976542584,0.9335032229262437,0.06638815779405806,1.0161794861549754e-05,9.881429941933178e-05,3.626251460754462e-06,0.0001086192796983781
