log(n_H),log(fHD)
-0.999960567634108,-4.477134283358691
-1.0746336235107847,-4.556235006282874
-1.030080834150023,-4.626824540107581
-1.0203150194867143,-4.677450903707541
-1.0105492048063254,-4.708314237611182
-1.0007833901128327,-4.7207885281738236
-0.9910175754101846,-4.719289605269603
-0.9812517607018885,-4.709207616719743
-0.9714859459904163,-4.694704874925089
-0.961720131276894,-4.677790015553715
-0.9519543165605914,-4.657774955913208
-0.9421885018397982,-4.632932258550653
-0.9324226871127849,-4.60205479195727
-0.9226568723785925,-4.565395166556664
-0.9128910576371059,-4.524355192847501
-0.9031252428886616,-4.480628171709197
-0.8933594281336645,-4.435617083178461
-0.8835936133724049,-4.390288687517712
-0.8738277986050293,-4.345246125829798
-0.8640619838315624,-4.300843260230292
-0.8542961690519414,-4.2572771806445
-0.8445303542660423,-4.214648748596928
-0.834764539473698,-4.173001078902537
-0.8249987246747146,-4.1323441663261615
-0.8152329098688882,-4.092671624537053
-0.8054670950560183,-4.053970276794348
-0.7957012802359111,-4.0162224374541164
-0.7859354654083917,-3.9794111757828423
-0.7761696505733198,-3.943523411065051
-0.766403835730598,-3.908550100018822
-0.7566380208801772,-3.8744854836427773
-0.746872206022074,-3.8413292194018256
-0.7371063911563818,-3.8090856433918536
-0.7273405762832711,-3.777761869271897
-0.7175747614029987,-3.747367652188592
-0.7078089465159191,-3.7179156791036707
-0.6980431316224847,-3.6894200291798884
-0.6882773167232554,-3.6618967459316525
-0.6785115018189074,-3.635363988271264
-0.6687456869102177,-3.609839358767873
-0.658979871998058,-3.5853393365856325
-0.649214057083237,-3.561862752393512
-0.6394482421666263,-3.5394083950845063
-0.6296824272487213,-3.517932932814888
-0.6199166123298651,-3.497381815949856
-0.6061999432614875,-3.4775370986053313
-0.5787563592247686,-3.4578910265519025
-0.5409304032039614,-3.4383185271657974
-0.4989363024795345,-3.4188851935895634
-0.45438351280201417,-3.399633089434435
-0.4098307231171443,-3.380679141874413
-0.365277933426047,-3.362096623877009
-0.32072514372973826,-3.3439386894186405
-0.27617235402910945,-3.326240652449903
-0.23161956432492822,-3.3090232361271417
-0.1870667746177998,-3.2922929497945077
-0.14251398490813863,-3.2760430500008466
-0.09796119519618157,-3.2602567390056962
-0.05340840548206581,-3.2449129539253243
-0.008855615765954566,-3.229993526753399
0.03569717395206889,-3.2154776530893443
0.08024996367210238,-3.201337657278405
0.12480275339426368,-3.1875475187204123
0.1693555431186838,-3.1740829708114693
0.21390833284547073,-3.160922838332607
0.2584611225747009,-3.1480490719176917
0.30301391230650315,-3.1354429392816314
0.34756670204099627,-3.1230876634791986
0.39211949177828975,-3.11096815125385
0.43667228151848747,-3.099070689230574
0.48122507126162695,-3.0873849714502466
0.5257778610077161,-3.0759024367576786
0.570330650756822,-3.0646130035092143
0.6148834405090278,-3.0535067827069367
0.6594362302644552,-3.0425732573689857
0.7039890200231059,-3.031806509712136
0.7485418097848556,-3.021204776328197
0.7930945995495271,-3.010767840647556
0.8376473893172801,-3.0004853529739712
0.8822001790883827,-2.990344571782793
0.9267529688625036,-2.9803505644129724
0.9713057586395356,-2.970501577658752
1.0158585484196858,-2.9607874064127224
1.060411338203227,-2.951196842184305
1.1049641279899238,-2.94173253156683
1.1495169177797377,-2.9323917819222363
1.1940697075733504,-2.9231543031850693
1.2386224973706368,-2.914020750896965
1.2831752871717603,-2.9049848196861765
1.327728076977524,-2.8960258511008043
